invoice_id,issue_date,provider,rut_provider,net_amount,tax,total,period,expected_tax,tax_ok,expected_total,total_ok,expected_period,period_ok,error_type,final_status
F00167,2024-01-31,Servicios Andes Ltda,76.123.456-7,130684.0,24829.96,155513.96,2024-01,24829.96,True,155513.96,True,2024-01,True,OK,0
F00168,2024-01-28,Tecnología Norte SpA,76.123.456-7,271669.0,51617.11,323286.11,2024-01,51617.11,True,323286.11,True,2024-01,True,OK,0
F00169,2024-01-03,Tecnología Norte SpA,76.123.456-7,224969.0,42744.11,267713.11,2024-01,42744.11,True,267713.11,True,2024-01,True,OK,0
F00170,2024-01-09,Comercial Sur SpA,76.123.456-7,469091.0,77880.44502331542,546971.4450233154,2024-01,89127.29000000001,False,546971.4450233154,True,2024-01,True,IVA incorrecto,1
F00171,2024-01-21,Logística Patagonia Ltda,76.123.456-7,331904.0,63061.76,394965.76,2024-01,63061.76,True,394965.76,True,2024-01,True,OK,0
F00172,2024-01-20,Logística Patagonia Ltda,76.123.456-7,437663.0,83155.97,520818.97,2024-01,83155.97,True,520818.97,True,2024-01,True,OK,0
F00173,2024-01-08,Tecnología Norte SpA,76.123.456-7,389807.0,74063.33,463870.33,2024-01,74063.33,True,463870.33,True,2024-01,True,OK,0
F00174,2024-01-24,Tecnología Norte SpA,76.123.456-7,83510.0,15866.9,99376.9,2024-01,15866.9,True,99376.9,True,2024-01,True,OK,0
F00175,2024-01-15,Tecnología Norte SpA,76.123.456-7,326059.0,61951.21,388010.21,2024-01,61951.21,True,388010.21,True,2024-01,True,OK,0
F00176,2024-01-18,Tecnología Norte SpA,76.123.456-7,174012.0,24889.577866974705,198901.5778669747,2024-01,33062.28,False,198901.5778669747,True,2024-01,True,IVA incorrecto,1
F00177,2024-01-29,Comercial Sur SpA,76.123.456-7,227440.0,43213.6,270653.6,2024-01,43213.6,True,270653.6,True,2024-01,True,OK,0
F00178,2024-01-11,Servicios Andes Ltda,76.123.456-7,289667.0,55036.73,344703.73,2024-01,55036.73,True,344703.73,True,2024-01,True,OK,0
F00179,2024-01-25,Tecnología Norte SpA,76.123.456-7,209532.0,39811.08,249343.08000000002,2024-01,39811.08,True,249343.08000000002,True,2024-01,True,OK,0
F00180,2024-01-04,Servicios Andes Ltda,76.123.456-7,320178.0,60833.82,381011.82,2024-01,60833.82,True,381011.82,True,2024-01,True,OK,0
F00181,2024-01-12,Servicios Andes Ltda,76.123.456-7,60373.0,8864.981565156486,69237.98156515649,2024-01,11470.87,False,69237.98156515649,True,2024-01,True,IVA incorrecto,1
F00182,2024-01-14,Logística Patagonia Ltda,76.123.456-7,50398.0,10777.7766257083,61175.7766257083,2024-01,9575.62,False,61175.7766257083,True,2024-01,True,IVA incorrecto,1
F00183,2024-01-04,Logística Patagonia Ltda,76.123.456-7,250346.0,47565.74,297911.74,2024-01,47565.74,True,297911.74,True,2024-01,True,OK,0
F00184,2024-01-08,Servicios Andes Ltda,76.123.456-7,68147.0,12947.93,81094.93,2024-01,12947.93,True,81094.93,True,2024-01,True,OK,0
F00185,2024-01-23,Tecnología Norte SpA,76.123.456-7,212166.0,40311.54,252477.54,2024-01,40311.54,True,252477.54,True,2024-01,True,OK,0
F00186,2024-01-05,Tecnología Norte SpA,76.123.456-7,267161.0,50760.590000000004,317921.59,2024-01,50760.590000000004,True,317921.59,True,2024-01,True,OK,0
F00187,2024-01-02,Tecnología Norte SpA,76.123.456-7,220665.0,41926.35,262591.35,2024-01,41926.35,True,262591.35,True,2024-01,True,OK,0
F00188,2024-01-03,Tecnología Norte SpA,76.123.456-7,374722.0,76966.55569905162,451688.5556990516,2024-01,71197.18000000001,False,451688.5556990516,True,2024-01,True,IVA incorrecto,1
F00189,2024-01-26,Logística Patagonia Ltda,76.123.456-7,181194.0,34426.86,215620.86,2024-01,34426.86,True,215620.86,True,2024-01,True,OK,0
F00190,2024-01-24,Comercial Sur SpA,76.123.456-7,69563.0,13216.97,82779.97,2024-01,13216.97,True,82779.97,True,2024-01,True,OK,0
F00191,2024-01-29,Logística Patagonia Ltda,76.123.456-7,100842.0,19159.98,120001.98,2024-01,19159.98,True,120001.98,True,2024-01,True,OK,0
F00192,2024-01-25,Logística Patagonia Ltda,76.123.456-7,274712.0,52195.28,326907.28,2024-01,52195.28,True,326907.28,True,2024-01,True,OK,0
F00193,2024-01-11,Tecnología Norte SpA,76.123.456-7,59863.0,11373.97,71236.97,2024-01,11373.97,True,71236.97,True,2024-01,True,OK,0
F00194,2024-01-08,Comercial Sur SpA,76.123.456-7,486045.0,87756.23971139659,573801.2397113966,2024-01,92348.55,False,573801.2397113966,True,2024-01,True,IVA incorrecto,1
F00195,2024-01-21,Tecnología Norte SpA,76.123.456-7,160642.0,30521.98,191163.98,2024-01,30521.98,True,191163.98,True,2024-01,True,OK,0
F00196,2024-01-12,Comercial Sur SpA,76.123.456-7,88016.0,16723.04,104739.04000000001,2024-01,16723.04,True,104739.04000000001,True,2024-01,True,OK,0
F00197,2024-01-24,Comercial Sur SpA,76.123.456-7,221750.0,42132.5,263882.5,2024-01,42132.5,True,263882.5,True,2024-01,True,OK,0
F00198,2024-01-10,Servicios Andes Ltda,76.123.456-7,257847.0,48990.93,306837.93,2024-01,48990.93,True,306837.93,True,2024-01,True,OK,0
F00199,2024-01-13,Tecnología Norte SpA,76.123.456-7,131208.0,24929.52,156137.52,2024-01,24929.52,True,156137.52,True,2024-01,True,OK,0
F00200,2024-01-30,Logística Patagonia Ltda,76.123.456-7,287142.0,54556.98,341698.98,2024-01,54556.98,True,341698.98,True,2024-01,True,OK,0
F00201,2024-01-30,Servicios Andes Ltda,76.123.456-7,255067.0,48345.34284122488,303412.34284122486,2024-01,48462.73,False,303412.34284122486,True,2024-01,True,IVA incorrecto,1
F00202,2024-01-09,Tecnología Norte SpA,76.123.456-7,233162.0,46540.65769654855,279702.65769654856,2024-01,44300.78,False,279702.65769654856,True,2024-01,True,IVA incorrecto,1
F00203,2024-01-20,Logística Patagonia Ltda,76.123.456-7,72607.0,13795.33,86402.33,2024-01,13795.33,True,86402.33,True,2024-01,True,OK,0
F00204,2024-01-19,Comercial Sur SpA,76.123.456-7,179003.0,25366.228894835807,204369.2288948358,2024-01,34010.57,False,204369.2288948358,True,2024-01,True,IVA incorrecto,1
F00205,2024-01-28,Servicios Andes Ltda,76.123.456-7,174664.0,33186.16,207850.16,2024-01,33186.16,True,207850.16,True,2024-01,True,OK,0
F00206,2024-01-30,Logística Patagonia Ltda,76.123.456-7,358999.0,68209.81,427208.81,2024-01,68209.81,True,427208.81,True,2024-01,True,OK,0
F00207,2024-01-19,Logística Patagonia Ltda,76.123.456-7,191423.0,46181.21627429803,237604.21627429803,2024-01,36370.37,False,237604.21627429803,True,2024-01,True,IVA incorrecto,1
F00208,2024-01-06,Logística Patagonia Ltda,76.123.456-7,131712.0,25025.28,156737.28,2024-01,25025.28,True,156737.28,True,2024-01,True,OK,0
F00209,2024-01-02,Servicios Andes Ltda,76.123.456-7,141473.0,26879.87,168352.87,2024-01,26879.87,True,168352.87,True,2024-01,True,OK,0
F00210,2024-01-06,Comercial Sur SpA,76.123.456-7,204946.0,38939.74,243885.74,2024-01,38939.74,True,243885.74,True,2024-01,True,OK,0
F00211,2024-01-20,Servicios Andes Ltda,76.123.456-7,74924.0,14514.47949012435,89438.47949012434,2024-01,14235.56,False,89438.47949012434,True,2024-01,True,IVA incorrecto,1
F00212,2024-01-16,Servicios Andes Ltda,76.123.456-7,412143.0,86043.62150379832,498186.6215037983,2024-01,78307.17,False,498186.6215037983,True,2024-01,True,IVA incorrecto,1
F00213,2024-01-06,Servicios Andes Ltda,76.123.456-7,202711.0,38515.090000000004,241226.09,2024-01,38515.090000000004,True,241226.09,True,2024-01,True,OK,0
F00214,2024-01-15,Comercial Sur SpA,76.123.456-7,246720.0,46876.8,293596.8,2024-01,46876.8,True,293596.8,True,2024-01,True,OK,0
F00215,2024-01-22,Comercial Sur SpA,76.123.456-7,172862.0,32843.78,205705.78,2024-01,32843.78,True,205705.78,True,2024-01,True,OK,0
F00216,2024-01-20,Logística Patagonia Ltda,76.123.456-7,452698.0,86012.62,538710.62,2024-01,86012.62,True,538710.62,True,2024-01,True,OK,0
F00217,2024-01-12,Comercial Sur SpA,76.123.456-7,450908.0,85672.52,536580.52,2024-01,85672.52,True,536580.52,True,2024-01,True,OK,0
F00218,2024-01-27,Comercial Sur SpA,76.123.456-7,323910.0,61542.9,385452.9,2024-01,61542.9,True,385452.9,True,2024-01,True,OK,0
F00219,2024-01-01,Servicios Andes Ltda,76.123.456-7,219974.0,41795.06,261769.06,2024-01,41795.06,True,261769.06,True,2024-01,True,OK,0
F00220,2024-01-17,Tecnología Norte SpA,76.123.456-7,328966.0,62503.54,391469.54,2024-01,62503.54,True,391469.54,True,2024-01,True,OK,0
F00221,2024-01-21,Tecnología Norte SpA,76.123.456-7,248998.0,47072.18799228841,296070.1879922884,2024-01,47309.62,False,296070.1879922884,True,2024-01,True,IVA incorrecto,1
F00222,2024-01-28,Comercial Sur SpA,76.123.456-7,379766.0,72155.54,451921.54,2024-01,72155.54,True,451921.54,True,2024-01,True,OK,0
F00223,2024-01-13,Comercial Sur SpA,76.123.456-7,478901.0,90991.19,569892.19,2024-01,90991.19,True,569892.19,True,2024-01,True,OK,0
F00224,2024-01-18,Servicios Andes Ltda,76.123.456-7,304772.0,72794.13367365065,377566.1336736507,2024-01,57906.68,False,377566.1336736507,True,2024-01,True,IVA incorrecto,1
F00225,2024-01-18,Tecnología Norte SpA,76.123.456-7,191532.0,36391.08,227923.08000000002,2024-01,36391.08,True,227923.08000000002,True,2024-01,True,OK,0
F00226,2024-01-20,Comercial Sur SpA,76.123.456-7,138803.0,26372.57,165175.57,2024-01,26372.57,True,165175.57,True,2024-01,True,OK,0
F00227,2024-01-16,Tecnología Norte SpA,76.123.456-7,122409.0,23257.71,145666.71,2024-01,23257.71,True,145666.71,True,2024-01,True,OK,0
F00228,2024-01-08,Logística Patagonia Ltda,76.123.456-7,396670.0,75367.3,472037.3,2024-01,75367.3,True,472037.3,True,2024-01,True,OK,0
F00229,2024-01-04,Comercial Sur SpA,76.123.456-7,375564.0,71357.16,446921.16000000003,2024-01,71357.16,True,446921.16000000003,True,2024-01,True,OK,0
F00230,2024-01-17,Logística Patagonia Ltda,76.123.456-7,141812.0,20507.107701081855,162319.10770108184,2024-01,26944.28,False,162319.10770108184,True,2024-01,True,IVA incorrecto,1
F00231,2024-01-31,Logística Patagonia Ltda,76.123.456-7,386050.0,63759.24374753668,449809.2437475367,2024-01,73349.5,False,449809.2437475367,True,2024-01,True,IVA incorrecto,1
F00232,2024-01-25,Servicios Andes Ltda,76.123.456-7,275782.0,52227.91296614704,328009.91296614707,2024-01,52398.58,False,328009.91296614707,True,2024-01,True,IVA incorrecto,1
F00233,2024-01-28,Tecnología Norte SpA,76.123.456-7,174237.0,33105.03,207342.03,2024-01,33105.03,True,207342.03,True,2024-01,True,OK,0
F00234,2024-01-17,Comercial Sur SpA,76.123.456-7,457104.0,105734.06777239773,562838.0677723978,2024-01,86849.76,False,562838.0677723978,True,2024-01,True,IVA incorrecto,1
F00235,2024-01-15,Tecnología Norte SpA,76.123.456-7,442049.0,83989.31,526038.31,2024-01,83989.31,True,526038.31,True,2024-01,True,OK,0
F00236,2024-01-08,Servicios Andes Ltda,76.123.456-7,418224.0,79462.56,497686.56,2024-01,79462.56,True,497686.56,True,2024-01,True,OK,0
F00237,2024-01-21,Tecnología Norte SpA,76.123.456-7,339710.0,64544.9,404254.9,2024-01,64544.9,True,404254.9,True,2024-01,True,OK,0
F00238,2024-01-25,Tecnología Norte SpA,76.123.456-7,167717.0,31512.95952691014,199229.95952691016,2024-01,31866.23,False,199229.95952691016,True,2024-01,True,IVA incorrecto,1
F00239,2024-01-26,Logística Patagonia Ltda,76.123.456-7,166292.0,31595.48,197887.48,2024-01,31595.48,True,197887.48,True,2024-01,True,OK,0
F00240,2024-01-07,Comercial Sur SpA,76.123.456-7,384176.0,91192.09765864105,475368.09765864105,2024-01,72993.44,False,475368.09765864105,True,2024-01,True,IVA incorrecto,1
F00241,2024-01-30,Servicios Andes Ltda,76.123.456-7,227104.0,43149.76,270253.76,2024-01,43149.76,True,270253.76,True,2024-01,True,OK,0
F00242,2024-01-08,Servicios Andes Ltda,76.123.456-7,355175.0,77978.97709515749,433153.9770951575,2024-01,67483.25,False,433153.9770951575,True,2024-01,True,IVA incorrecto,1
F00243,2024-01-31,Comercial Sur SpA,76.123.456-7,127645.0,24252.55,151897.55,2024-01,24252.55,True,151897.55,True,2024-01,True,OK,0
F00244,2024-01-25,Comercial Sur SpA,76.123.456-7,460190.0,87436.1,547626.1,2024-01,87436.1,True,547626.1,True,2024-01,True,OK,0
F00245,2024-01-14,Comercial Sur SpA,76.123.456-7,165924.0,31525.56,197449.56,2024-01,31525.56,True,197449.56,True,2024-01,True,OK,0
F00246,2024-01-04,Comercial Sur SpA,76.123.456-7,146164.0,27771.16,173935.16,2024-01,27771.16,True,173935.16,True,2024-01,True,OK,0
F00247,2024-01-02,Tecnología Norte SpA,76.123.456-7,81382.0,15462.58,96844.58,2024-01,15462.58,True,96844.58,True,2024-01,True,OK,0
F00248,2024-01-30,Comercial Sur SpA,76.123.456-7,348677.0,66248.63,414925.63,2024-01,66248.63,True,414925.63,True,2024-01,True,OK,0
F00249,2024-01-16,Comercial Sur SpA,76.123.456-7,85993.0,16338.67,102331.67,2024-01,16338.67,True,102331.67,True,2024-01,True,OK,0
F00250,2024-01-12,Logística Patagonia Ltda,76.123.456-7,313014.0,59472.66,372486.66000000003,2024-01,59472.66,True,372486.66000000003,True,2024-01,True,OK,0
F00251,2024-01-12,Tecnología Norte SpA,76.123.456-7,447110.0,74412.6316658701,521522.6316658701,2024-01,84950.9,False,521522.6316658701,True,2024-01,True,IVA incorrecto,1
F00252,2024-01-27,Logística Patagonia Ltda,76.123.456-7,355117.0,87348.30931279344,442465.3093127934,2024-01,67472.23,False,442465.3093127934,True,2024-01,True,IVA incorrecto,1
F00253,2024-01-11,Servicios Andes Ltda,76.123.456-7,112312.0,19886.397956672776,132198.39795667276,2024-01,21339.28,False,132198.39795667276,True,2024-01,True,IVA incorrecto,1
F00254,2024-01-12,Logística Patagonia Ltda,76.123.456-7,484483.0,65730.25761209296,550213.257612093,2024-01,92051.77,False,550213.257612093,True,2024-01,True,IVA incorrecto,1
F00255,2024-01-01,Logística Patagonia Ltda,76.123.456-7,400529.0,76100.51,476629.51,2024-01,76100.51,True,476629.51,True,2024-01,True,OK,0
F00256,2024-01-17,Servicios Andes Ltda,76.123.456-7,479842.0,91169.98,571011.98,2024-01,91169.98,True,571011.98,True,2024-01,True,OK,0
F00257,2024-01-30,Comercial Sur SpA,76.123.456-7,154025.0,29264.75,183289.75,2024-01,29264.75,True,183289.75,True,2024-01,True,OK,0
F00258,2024-01-07,Comercial Sur SpA,76.123.456-7,184178.0,42767.98411827432,226945.98411827433,2024-01,34993.82,False,226945.98411827433,True,2024-01,True,IVA incorrecto,1
F00259,2024-01-07,Logística Patagonia Ltda,76.123.456-7,469073.0,89123.87,558196.87,2024-01,89123.87,True,558196.87,True,2024-01,True,OK,0
F00260,2024-01-16,Servicios Andes Ltda,76.123.456-7,99802.0,18962.38,118764.38,2024-01,18962.38,True,118764.38,True,2024-01,True,OK,0
F00261,2024-01-01,Servicios Andes Ltda,76.123.456-7,486529.0,118295.0132456232,604824.0132456232,2024-01,92440.51,False,604824.0132456232,True,2024-01,True,IVA incorrecto,1
F00262,2024-01-07,Tecnología Norte SpA,76.123.456-7,235045.0,44658.55,279703.55,2024-01,44658.55,True,279703.55,True,2024-01,True,OK,0
F00263,2024-01-17,Comercial Sur SpA,76.123.456-7,187836.0,35688.840000000004,223524.84,2024-01,35688.840000000004,True,223524.84,True,2024-01,True,OK,0
F00264,2024-01-20,Logística Patagonia Ltda,76.123.456-7,158776.0,36726.840266229796,195502.8402662298,2024-01,30167.44,False,195502.8402662298,True,2024-01,True,IVA incorrecto,1
F00265,2024-01-01,Comercial Sur SpA,76.123.456-7,250775.0,57517.97041899109,308292.9704189911,2024-01,47647.25,False,308292.9704189911,True,2024-01,True,IVA incorrecto,1
F00266,2024-01-21,Tecnología Norte SpA,76.123.456-7,298935.0,56797.65,355732.65,2024-01,56797.65,True,355732.65,True,2024-01,True,OK,0
F00267,2024-01-28,Tecnología Norte SpA,76.123.456-7,263355.0,50037.45,313392.45,2024-01,50037.45,True,313392.45,True,2024-01,True,OK,0
F00268,2024-01-26,Servicios Andes Ltda,76.123.456-7,162515.0,30877.85,193392.85,2024-01,30877.85,True,193392.85,True,2024-01,True,OK,0
F00269,2024-01-03,Logística Patagonia Ltda,76.123.456-7,263854.0,50132.26,313986.26,2024-01,50132.26,True,313986.26,True,2024-01,True,OK,0
F00270,2024-01-31,Logística Patagonia Ltda,76.123.456-7,252050.0,42974.015054307245,295024.01505430724,2024-01,47889.5,False,295024.01505430724,True,2024-01,True,IVA incorrecto,1
F00271,2024-01-15,Comercial Sur SpA,76.123.456-7,448565.0,65299.10533769082,513864.1053376908,2024-01,85227.35,False,513864.1053376908,True,2024-01,True,IVA incorrecto,1
F00272,2024-01-26,Comercial Sur SpA,76.123.456-7,377063.0,56917.11463905417,433980.11463905417,2024-01,71641.97,False,433980.11463905417,True,2024-01,True,IVA incorrecto,1
F00273,2024-01-24,Servicios Andes Ltda,76.123.456-7,178272.0,33871.68,212143.68,2024-01,33871.68,True,212143.68,True,2024-01,True,OK,0
F00274,2024-01-10,Servicios Andes Ltda,76.123.456-7,278979.0,53006.01,331985.01,2024-01,53006.01,True,331985.01,True,2024-01,True,OK,0
F00275,2024-01-27,Servicios Andes Ltda,76.123.456-7,126169.0,23972.11,150141.11,2024-01,23972.11,True,150141.11,True,2024-01,True,OK,0
F00276,2024-01-17,Logística Patagonia Ltda,76.123.456-7,434183.0,104947.27414192556,539130.2741419256,2024-01,82494.77,False,539130.2741419256,True,2024-01,True,IVA incorrecto,1
F00277,2024-01-01,Logística Patagonia Ltda,76.123.456-7,282390.0,53654.1,336044.1,2024-01,53654.1,True,336044.1,True,2024-01,True,OK,0
F00278,2024-01-19,Tecnología Norte SpA,76.123.456-7,448820.0,85275.8,534095.8,2024-01,85275.8,True,534095.8,True,2024-01,True,OK,0
F00279,2024-01-16,Logística Patagonia Ltda,76.123.456-7,483758.0,91914.02,575672.02,2024-01,91914.02,True,575672.02,True,2024-01,True,OK,0
F00280,2024-01-04,Comercial Sur SpA,76.123.456-7,452283.0,85933.77,538216.77,2024-01,85933.77,True,538216.77,True,2024-01,True,OK,0
F00281,2024-01-10,Tecnología Norte SpA,76.123.456-7,412471.0,54912.5450435,467383.5450435,2024-01,78369.49,False,467383.5450435,True,2024-01,True,IVA incorrecto,1
F00282,2024-01-01,Servicios Andes Ltda,76.123.456-7,290589.0,55211.91,345800.91000000003,2024-01,55211.91,True,345800.91000000003,True,2024-01,True,OK,0
F00283,2024-01-07,Servicios Andes Ltda,76.123.456-7,476785.0,97706.690066538,574491.690066538,2024-01,90589.15,False,574491.690066538,True,2024-01,True,IVA incorrecto,1
F00284,2024-01-02,Servicios Andes Ltda,76.123.456-7,152623.0,28998.37,181621.37,2024-01,28998.37,True,181621.37,True,2024-01,True,OK,0
F00285,2024-01-08,Comercial Sur SpA,76.123.456-7,76121.0,14462.99,90583.99,2024-01,14462.99,True,90583.99,True,2024-01,True,OK,0
F00286,2024-01-05,Servicios Andes Ltda,76.123.456-7,293632.0,55790.08,349422.08,2024-01,55790.08,True,349422.08,True,2024-01,True,OK,0
F00287,2024-01-29,Logística Patagonia Ltda,76.123.456-7,186065.0,35352.35,221417.35,2024-01,35352.35,True,221417.35,True,2024-01,True,OK,0
F00288,2024-01-18,Tecnología Norte SpA,76.123.456-7,407280.0,65001.334619311936,472281.33461931197,2024-01,77383.2,False,472281.33461931197,True,2024-01,True,IVA incorrecto,1
F00289,2024-01-18,Tecnología Norte SpA,76.123.456-7,244699.0,50496.37072295606,295195.3707229561,2024-01,46492.81,False,295195.3707229561,True,2024-01,True,IVA incorrecto,1
F00290,2024-01-29,Tecnología Norte SpA,76.123.456-7,439454.0,83496.26,522950.26,2024-01,83496.26,True,522950.26,True,2024-01,True,OK,0
F00291,2024-01-26,Servicios Andes Ltda,76.123.456-7,194586.0,36971.340000000004,231557.34,2024-01,36971.340000000004,True,231557.34,True,2024-01,True,OK,0
F00292,2024-01-01,Servicios Andes Ltda,76.123.456-7,302501.0,57475.19,359976.19,2024-01,57475.19,True,359976.19,True,2024-01,True,OK,0
F00293,2024-01-14,Servicios Andes Ltda,76.123.456-7,173606.0,32985.14,206591.14,2024-01,32985.14,True,206591.14,True,2024-01,True,OK,0
F00294,2024-01-15,Comercial Sur SpA,76.123.456-7,374089.0,86821.46046132881,460910.4604613288,2024-01,71076.91,False,460910.4604613288,True,2024-01,True,IVA incorrecto,1
F00295,2024-01-29,Comercial Sur SpA,76.123.456-7,495083.0,94065.77,589148.77,2024-01,94065.77,True,589148.77,True,2024-01,True,OK,0
F00296,2024-01-29,Comercial Sur SpA,76.123.456-7,245436.0,46632.840000000004,292068.84,2024-01,46632.840000000004,True,292068.84,True,2024-01,True,OK,0
F00297,2024-01-11,Tecnología Norte SpA,76.123.456-7,353035.0,67076.65,420111.65,2024-01,67076.65,True,420111.65,True,2024-01,True,OK,0
F00298,2024-01-30,Servicios Andes Ltda,76.123.456-7,190873.0,36265.87,227138.87,2024-01,36265.87,True,227138.87,True,2024-01,True,OK,0
F00299,2024-01-02,Comercial Sur SpA,76.123.456-7,465775.0,88497.25,554272.25,2024-01,88497.25,True,554272.25,True,2024-01,True,OK,0
F00300,2024-01-11,Tecnología Norte SpA,76.123.456-7,85561.0,16256.59,101817.59,2024-01,16256.59,True,101817.59,True,2024-01,True,OK,0
F00301,2024-01-28,Tecnología Norte SpA,76.123.456-7,320644.0,60922.36,381566.36,2024-01,60922.36,True,381566.36,True,2024-01,True,OK,0
F00302,2024-01-06,Tecnología Norte SpA,76.123.456-7,212228.0,40323.32,252551.32,2024-01,40323.32,True,252551.32,True,2024-01,True,OK,0
F00303,2024-01-23,Comercial Sur SpA,76.123.456-7,297500.0,56525.0,354025.0,2024-01,56525.0,True,354025.0,True,2024-01,True,OK,0
F00304,2024-01-16,Comercial Sur SpA,76.123.456-7,286083.0,54355.770000000004,340438.77,2024-01,54355.770000000004,True,340438.77,True,2024-01,True,OK,0
F00305,2024-01-15,Logística Patagonia Ltda,76.123.456-7,220110.0,54109.38009428326,274219.38009428326,2024-01,41820.9,False,274219.38009428326,True,2024-01,True,IVA incorrecto,1
F00306,2024-01-31,Tecnología Norte SpA,76.123.456-7,392008.0,74481.52,466489.52,2024-01,74481.52,True,466489.52,True,2024-01,True,OK,0
F00307,2024-01-04,Servicios Andes Ltda,76.123.456-7,407445.0,77414.55,484859.55,2024-01,77414.55,True,484859.55,True,2024-01,True,OK,0
F00308,2024-01-21,Servicios Andes Ltda,76.123.456-7,305053.0,57960.07,363013.07,2024-01,57960.07,True,363013.07,True,2024-01,True,OK,0
F00309,2024-01-20,Tecnología Norte SpA,76.123.456-7,390644.0,74222.36,464866.36,2024-01,74222.36,True,464866.36,True,2024-01,True,OK,0
F00310,2024-01-08,Servicios Andes Ltda,76.123.456-7,416676.0,76407.1345756981,493083.1345756981,2024-01,79168.44,False,493083.1345756981,True,2024-01,True,IVA incorrecto,1
F00311,2024-01-19,Logística Patagonia Ltda,76.123.456-7,356325.0,67701.75,424026.75,2024-01,67701.75,True,424026.75,True,2024-01,True,OK,0
F00312,2024-01-11,Servicios Andes Ltda,76.123.456-7,303240.0,64081.99186628506,367321.99186628504,2024-01,57615.6,False,367321.99186628504,True,2024-01,True,IVA incorrecto,1
F00313,2024-01-04,Servicios Andes Ltda,76.123.456-7,400327.0,76062.13,476389.13,2024-01,76062.13,True,476389.13,True,2024-01,True,OK,0
F00314,2024-01-17,Servicios Andes Ltda,76.123.456-7,190180.0,36134.2,226314.2,2024-01,36134.2,True,226314.2,True,2024-01,True,OK,0
F00315,2024-01-29,Logística Patagonia Ltda,76.123.456-7,62815.0,10694.620490458843,73509.62049045884,2024-01,11934.85,False,73509.62049045884,True,2024-01,True,IVA incorrecto,1
F00316,2024-01-08,Logística Patagonia Ltda,76.123.456-7,492996.0,93669.24,586665.24,2024-01,93669.24,True,586665.24,True,2024-01,True,OK,0
F00317,2024-01-31,Servicios Andes Ltda,76.123.456-7,170548.0,40263.29362579424,210811.29362579423,2024-01,32404.12,False,210811.29362579423,True,2024-01,True,IVA incorrecto,1
F00318,2024-01-17,Servicios Andes Ltda,76.123.456-7,125081.0,29364.997817956624,154445.9978179566,2024-01,23765.39,False,154445.9978179566,True,2024-01,True,IVA incorrecto,1
F00319,2024-01-10,Comercial Sur SpA,76.123.456-7,84460.0,16047.4,100507.4,2024-01,16047.4,True,100507.4,True,2024-01,True,OK,0
F00320,2024-01-11,Servicios Andes Ltda,76.123.456-7,377169.0,71662.11,448831.11,2024-01,71662.11,True,448831.11,True,2024-01,True,OK,0
F00321,2024-01-04,Logística Patagonia Ltda,76.123.456-7,200111.0,38021.090000000004,238132.09,2024-01,38021.090000000004,True,238132.09,True,2024-01,True,OK,0
F00322,2024-01-19,Servicios Andes Ltda,76.123.456-7,488661.0,92845.59,581506.59,2024-01,92845.59,True,581506.59,True,2024-01,True,OK,0
F00323,2024-01-30,Servicios Andes Ltda,76.123.456-7,352169.0,66912.11,419081.11,2024-01,66912.11,True,419081.11,True,2024-01,True,OK,0
F00324,2024-01-03,Servicios Andes Ltda,76.123.456-7,412319.0,64274.56465749458,476593.5646574946,2024-01,78340.61,False,476593.5646574946,True,2024-01,True,IVA incorrecto,1
F00325,2024-01-06,Servicios Andes Ltda,76.123.456-7,265461.0,50437.590000000004,315898.59,2024-01,50437.590000000004,True,315898.59,True,2024-01,True,OK,0
F00326,2024-01-27,Tecnología Norte SpA,76.123.456-7,421928.0,80166.32,502094.32,2024-01,80166.32,True,502094.32,True,2024-01,True,OK,0
F00327,2024-01-04,Logística Patagonia Ltda,76.123.456-7,370879.0,69409.51738655406,440288.51738655404,2024-01,70467.01,False,440288.51738655404,True,2024-01,True,IVA incorrecto,1
F00328,2024-01-25,Servicios Andes Ltda,76.123.456-7,432116.0,82102.04000000001,514218.04000000004,2024-01,82102.04000000001,True,514218.04000000004,True,2024-01,True,OK,0
F00329,2024-01-18,Comercial Sur SpA,76.123.456-7,197602.0,37544.38,235146.38,2024-01,37544.38,True,235146.38,True,2024-01,True,OK,0
F00330,2024-01-05,Comercial Sur SpA,76.123.456-7,450318.0,85560.42,535878.42,2024-01,85560.42,True,535878.42,True,2024-01,True,OK,0
F00331,2024-01-23,Comercial Sur SpA,76.123.456-7,300970.0,57184.3,358154.3,2024-01,57184.3,True,358154.3,True,2024-01,True,OK,0
F00332,2024-01-21,Logística Patagonia Ltda,76.123.456-7,97867.0,18594.73,116461.73,2024-01,18594.73,True,116461.73,True,2024-01,True,OK,0
F00333,2024-01-08,Servicios Andes Ltda,76.123.456-7,124652.0,20927.38038119581,145579.3803811958,2024-01,23683.88,False,145579.3803811958,True,2024-01,True,IVA incorrecto,1
F00334,2024-01-25,Comercial Sur SpA,76.123.456-7,192735.0,33055.80530829709,225790.8053082971,2024-01,36619.65,False,225790.8053082971,True,2024-01,True,IVA incorrecto,1
F00335,2024-01-08,Logística Patagonia Ltda,76.123.456-7,293672.0,55797.68,349469.68,2024-01,55797.68,True,349469.68,True,2024-01,True,OK,0
F00336,2024-01-21,Tecnología Norte SpA,76.123.456-7,221458.0,42077.020000000004,263535.02,2024-01,42077.020000000004,True,263535.02,True,2024-01,True,OK,0
